location,lat,lon
"Murphys, CA",38.14,-120.46
"Murphysboro, IL",37.75,-89.24
"Murradoc, Australia",-38.19,144.71
"Murray City, OH",39.41,-82.23
"Murray Upper, Australia",-18.26,146.02
"Murray, IA",41.05,-93.69
"Murray, KY",36.61,-88.33
"Murray, NE",40.93,-95.89
"Murray-Sunset, Australia",-34.23,142.09
"Murraysburg, South Africa",-32.18,23.53
"Murrayville, GA",34.39,-83.89
"Murrayville, IL",39.72,-90.25
"Murrells Inlet, SC",33.56,-79.03
"Murrieta, CA",33.58,-117.23
"Murrimba, Australia",-34.71,150.09
"Murroon, Australia",-38.5,143.76
"Murrumbateman, Australia",-34.97,149.02
"Murrumbucca, Australia",-36.21,149.13
"Murrungowar, Australia",-37.69,148.47
"Murrysville, PA",40.41,-79.7
"Murtaugh, ID",42.61,-114.24
"Murzhofen, Austria",47.48,15.37
"Murzsteg, Austria",47.58,15.65
"Musayrin el Mizahib, Egypt",29.75,24.53
"Muscadine, AL",33.7657142857,-85.2885714286
"Muscatine, IA",41.37,-91.15
"Muscle Shoals, AL",34.75,-87.64
"Muscoda, WI",43.23,-90.37
"Muscotah, KS",39.75,-95.61
"Muse, OK",34.54,-94.96
"Muse, PA",40.28,-80.18
"Musella, GA",32.89,-83.81
"Muses Mills, KY",38.19,-83.46
"Muskeg River, Alberta",53.79,-118.45
"Muskego, WI",42.9,-88.14
"Muskegon, MI",43.25,-86.27
"Muskogee, OK",35.75,-95.37
"Musqueam Indian Reserve No. 2, British Columbia",49.24,-123.19
"Mussala Top/Sommet, Bulgaria",42.18,23.58
"Mussey, France",48.27,5.14
"Mustang, OK",35.38,-97.72
"Mustique, Saint Vincent",12.88,-61.18
"Mustoe, VA",38.18,-79.65
"Muttaburra, Australia",-23.43,144.28
"Muttenort, Germany",52.37,8.46
"Muttontown, NY",40.83,-73.56
"Mutual, OK",36.18,-98.99
"Muzaffarpur, India",25.6,85.1
"Mwanza, Tanzania",-2.47,32.92
"Myakka City, FL",27.33,-82.16
"Myall Cowal, Australia",-31.55,147.2
"Myamyn, Australia",-37.73,142.02
"Myers Flat, CA",40.07,-123.78
"Myerstown, PA",40.3,-76.3
"Myersville, MD",39.52,-77.56
"Myken, Norway",66.76,12.49
"Mylo, ND",48.88,-99.62
"Mynsning, India",25.17,93.02
"Myora, Australia",-27.52,153.28
"Myra, KY",37.4,-82.54
"Myra, TX",33.65,-97.37
"Myramount, Australia",-34.75,150.82
"Myrland, Norway",69.95,23.2
"Myrnam, Alberta",53.72,-111.11
"Myronivka, Ukraine",50.33,30.97
"Myrrhee, Australia",-36.56,146.0
"Myrtle Bank, Australia",-41.43,147.09
"Myrtle Beach, SC",33.76,-78.79
"Myrtle Creek, OR",43.02,-123.27
"Myrtle Point, OR",43.06,-124.13
"Myrtle, MS",34.83,-89.17
"Mysia, Australia",-36.36,143.4
"Mystic, CT",41.36,-71.97
"Mystic, GA",31.68,-83.27
"Mystic, IA",40.68,-92.86
"Myton, UT",40.28,-109.99
"Naalehu, HI",19.03,-155.63
"Nabb, IN",38.57,-85.75
"Nablus, West Bank",32.1,35.2
"Nabq, Egypt",27.97,34.38
"Nachankhadak, India",19.97,73.82
"Naches, WA",46.74,-120.72
"Nachod, Czech Republic",50.41,16.16
"Nachstenbach, Germany",49.55,8.68
"Nachusa, IL",41.83,-89.45
"Nacktjarnstugan, Sweden",62.02,14.36
"Naco, AZ",31.39,-110.04
"Nacogdoches, TX",31.59,-94.63
"Nada, TX",29.33,-96.21
"Nadeau, MI",45.7,-87.51
"Nadi, Fiji",-17.78,177.43
"Nador, Morocco",35.28,-2.95
"Nadym, Russia",65.48,72.7
"Naerbo, Norway",58.67,5.65
"Naga-shima, Japan",32.2,130.03
"Nagalamadike, India",14.58,77.63
"Nagano, Japan",36.65,137.18
"Nagaoka, Japan",37.39,138.59
"Nagasaki, Japan",32.73,129.87
"Nagasu, Japan",33.32,131.48
"Nageezi, NM",36.74,-108.23
"Nagqu, China",31.48,92.07
"Nagua, Dominican Republic",19.27,-69.74
"Naguabo, PR",18.25,-65.64
"Nahant, MA",42.46,-70.93
"Nahcotta, WA",46.5,-124.05
"Nahma, MI",45.9,-86.55
"Nahunta, GA",30.98,-81.96
"Nairobi, Kenya",-1.25,36.8
"Najran, Saudi Arabia",17.61,44.42
"Naka-mobetsu, Japan",44.0,143.33
"Nakina, NC",34.14,-78.62
"Nakuru, Kenya",-0.27,36.1
"Nakusp, British Columbia",50.27,-117.82
"Nalgonda, India",17.24,78.43
"Namaka, Alberta",51.03,-113.28
"Nambouwangga, Fiji",-17.75,177.45
"Nampa, Alberta",56.26,-117.26
"Nampa, ID",43.58,-116.61
"Namsos, Norway",64.47,11.58
"Nanami, Australia",-33.39,148.04
"Nanao, Japan",36.72,137.02
"Nanardine, Australia",-33.11,148.18
"Nancy, KY",37.06,-84.69
"Nandaying, China",31.78,117.29
"Nandewar, Australia",-30.88,150.25
"Nandian, China",31.78,117.29
"Nanerguo, China",31.74,118.87
"Nanfenlu, China",31.78,117.29
"Nangao, China",33.88,115.77
"Nangeng, China",30.62,116.97
"Nanguan, China",30.07,118.82
"Nanguanting, China",31.78,117.29
"Nanjemoy, MD",38.39,-77.14
"Nanjianglaozhuang, China",32.17,115.62
"Nankengwu, China",29.3,117.2
"Nankin, OH",40.88,-82.33
"Nanmiaozui, China",29.58,115.98
"Nannup Mill, Australia",-33.99,115.74
"Nanoose Bay, British Columbia",49.35,-124.17
"Nanortalik, Greenland",59.99,-45.15
"Nanpingxian Qianghuo Linchang, China",32.65,103.57
"Nanshankeng, China",30.07,118.82
"Nantang, China",31.74,118.87
"Nanticoke, MD",38.25,-75.83
"Nanticoke, PA",41.2,-75.99
"Nantucket, MA",41.33,-69.99
"Nanty Glo, PA",40.42,-78.87
"Nanuet, NY",41.11,-74.02
"Nanyangou, China",31.74,118.87
"Nanyuki, Kenya",0.26,36.91
"Nanzhaoji, China",32.87,115.73
"Nanzhuang, China",34.28,117.15
"Nanzhuyuan, China",31.13,114.95
"Napa County, CA",38.21,-122.28
"Napa, CA",38.34,-122.33
"Napanoch, NY",41.76,-74.36
"Napavine, WA",46.56,-122.82
"Naper, NE",43.02,-98.9
"Naperville, IL",41.76,-88.14
"Napier, WV",38.7,-80.56
"Naples, FL",26.06,-81.71
"Naples, ID",48.58,-116.41
"Naples, ME",43.99,-70.6
"Naples, NC",35.4,-82.49
"Naples, NY",42.68,-77.38
"Naples, TX",33.2,-94.68
"Napoleon, IN",39.14,-85.28
"Napoleon, MI",42.12,-84.27
"Napoleon, MO",39.07,-94.18
"Napoleon, ND",46.51,-99.77
"Napoleon, OH",41.39,-84.14
"Napoleonville, LA",29.99,-91.02
"Naponee, NE",40.33,-99.05
"Nappanee, IN",41.44,-86.0
"Nara Visa, NM",35.18,-103.6
"Naranja, FL",25.49,-80.43
"Naranjito, PR",18.33,-66.3
"Narberth, PA",40.04,-75.28
"Narbethong, Australia",-37.52,145.67
"Naringhi, Australia",-31.54,145.79
"Narira, Australia",-36.49,150.01
"Narka, KS",39.81,-97.63
"Narkovo, Belarus",54.51,30.39
"Narrabarba, Australia",-37.06,149.9
"Narraburra, Australia",-35.15,147.45
"Narragansett, RI",41.45,-71.45
"Narrawallee, Australia",-35.36,150.48
"Narrawong, Australia",-38.36,141.59
"Narriah, Australia",-33.65,146.66
"Narrows, VA",37.33,-80.81
"Narrowsburg, NY",41.54,-75.01
"Narsarsuaq, Greenland",61.13,-45.43
"Naruna, VA",37.15,-79.07
"Narva, Estonia",59.46,28.05
"Narvik, Norway",68.43,17.42
"Narvon, PA",40.1,-75.92
"Nasberget, Sweden",60.28,13.03
"Naselle, WA",46.37,-123.81
"Nash, TX",33.45,-94.07
"Nashoba, OK",34.66,-95.32
"Nashotah, WI",43.07,-88.4
"Nashport, OH",40.11,-82.14
"Nashua, IA",43.07,-92.58
"Nashua, MT",48.21,-106.61
"Nashua, NH",42.75,-71.47
"Nashville, AR",33.95,-93.85
"Nashville, GA",31.11,-83.41
"Nashville, IL",38.35,-89.46
"Nashville, IN",39.2,-86.25
"Nashville, MI",42.62,-85.21
"Nashville, NC",35.96,-77.94
"Nashville, OH",40.63,-82.14
"Nashville, TN",36.2,-86.7599999998
"Nashwauk, MN",47.39,-92.84
"Nason, IL",38.19,-89.08
"Nasosnyy, Azerbaijan",40.38,49.79
"Nassau, Bahamas",25.07,-77.33
"Nassau, DE",38.76,-75.2
"Nassau, NY",42.52,-73.61
"Nassawadox, VA",37.5,-75.92
"Nasserein, Austria",47.15,10.38
"Natalbany, LA",30.51,-90.46
"Natalia, TX",29.2,-98.75
"Natchez, LA",31.75,-93.08
"Natchez, MS",31.57,-91.36
"Natchitoches, LA",31.75,-93.08
"Nathalie, VA",36.83,-78.92
"Nathrop, CO",38.68,-106.1
"Natick, MA",42.28,-71.35
"National City, CA",32.67,-117.1
"National City, MI",44.35,-83.88
"National Mine, MI",46.49,-87.72
"National Stock Yards, IL",38.63,-90.19
"Natoma, KS",39.12,-98.92
"Natrona Heights, PA",40.61,-79.75
"Nattavaara, Sweden",67.15,20.65
"Natuashish, Canada",56.55,-61.68
"Natural Bridge Station, VA",37.54,-79.4
"Natural Bridge, NY",43.98,-75.37
"Natural Bridge, VA",37.76,-79.47
"Natural Dam, AR",35.51,-94.32
"Naturita, CO",38.24,-108.57
"Naubinway, MI",46.14,-85.51
"Naugatuck, CT",41.49,-73.07
"Naugatuck, WV",37.67,-82.31
"Nausori, Fiji",-18.05,178.57
"Nauvoo, AL",33.9,-87.44
"Nauvoo, IL",40.58,-91.36
"Navajo Dam, NM",36.91,-107.94
"Naval Academy, MD",38.98,-76.48
"Navarre, FL",30.43,-86.88
"Navarre, MN",44.93,-93.61
"Navarre, OH",40.79,-81.48
"Navarro, CA",39.19,-123.58
"Navasota, TX",30.48,-96.26
"Navesink, NJ",40.41,-74.01
"Navoi, Uzbekistan",39.77,64.47
"Naxcivan, Azerbaijan",39.19,45.46
"Naxera, VA",37.37,-76.48
"Naxos, Greece",37.07,25.41
"Naylor, GA",30.97,-83.19
"Naylor, MO",36.7,-90.55
"Nayook, Australia",-37.9,145.97
"Naytahwaush, MN",47.06,-95.72
"Nazareth, Israel",32.71,35.3
"Nazareth, KY",37.85,-85.45
"Nazareth, MI",42.33,-85.55
"Nazareth, PA",40.74,-75.31
"Nazareth, TX",34.55,-102.33
"Nazir Hat, Bangladesh",22.27,91.82
"Ndakuimbengga, Fiji",-18.05,178.57
"Ndambula, Zambia",-15.25,23.16
"Ndandanga, Zambia",-14.8,24.8
"Ndema, Zambia",-17.05,24.77
"Ndjamena, Chad",12.13,15.03
"Ndongo, Congo",-1.66,13.44
"Nduli, Tanzania",-7.67,35.75
"Neah Bay, WA",48.29,-124.36
"Neal, KS",37.76,-95.74
"Neandertal, South Africa",-23.84,29.46
"Neapolis, OH",41.5,-83.83
"Neavitt, MD",38.75,-76.25
"Nebo, IL",39.61,-90.9
"Nebo, KY",37.34,-87.52
"Nebo, NC",35.69,-82.08
"Nebo, WV",38.62,-80.97
"Nebraska City, NE",40.6,-95.87
"Necedah, WI",43.99,-90.01
"Neches, TX",31.91,-95.48
"Neck City, MO",37.16,-94.48
"Necochea, Argentina",-36.9,-60.32
"Ned, PA",39.89,-80.32
"Nederland, CO",39.96,-105.51
"Nederland, TX",29.97,-93.97
"Nedre Hjartasen, Norway",66.37,14.3
"Nedrow, NY",42.99,-76.14
"Nedstavoll, Norway",62.61,9.72
"Needham, IN",39.52,-85.97
"Needham, MA",42.28,-71.24
"Needles, CA",34.85,-114.6
"Needmore, PA",39.92,-77.99
"Needville, TX",29.52,-95.83
"Neely, MS",31.18,-88.75
"Neelyton, PA",40.07,-77.73
"Neelyville, MO",36.7,-90.55
"Neenah, WI",44.19,-88.45
"Neepawa, Manitoba",50.14,-99.17
"Neeses, SC",33.48,-81.24
"Neffs, OH",40.02,-80.73
"Neffs, PA",40.73,-75.64
"Neffsville, PA",40.09,-76.34
"Negaunee, MI",46.5,-87.61
"Negley, OH",40.77,-80.47
"Negreet, LA",31.52,-93.62
"Negril, Jamaica",18.22,-78.13
"Nehalem, OR",45.73,-123.88
"Nehawka, NE",40.84,-96.02
"Neihart, MT",47.08,-110.83
"Neika, Australia",-42.96,147.2
"Neillsville, WI",44.35,-90.34
"Neilton, WA",47.18,-123.96
"Nekoosa, WI",44.36,-89.84
"Neligh, NE",42.13,-98.03
"Nellis Air Force Base, NV",36.24,-115.03
"Nelliston, NY",42.93,-74.61
"Nellysford, VA",37.93,-78.84
"Nelson Falls Lookout, Australia",-42.08,145.56
"Nelson House, Manitoba",55.8,-97.87
"Nelson, British Columbia",49.48,-117.29
"Nelson, CA",39.66,-121.75
"Nelson, GA",34.4,-84.47
"Nelson, MN",45.86,-95.35
"Nelson, MO",38.98,-92.87
"Nelson, NC",35.9,-78.83
"Nelson, NE",40.2,-98.07
"Nelson, NH",42.99,-72.05
"Nelson, NY",42.92,-75.85
"Nelson, New Zealand",-41.28,173.29
"Nelson, PA",42.01,-77.29
"Nelson, VA",36.44,-78.73
"Nelson, WI",44.38,-92.03
"Nelsonville, OH",39.41,-82.23
"Nelsonville, WI",44.55,-89.19
"Nelspruit, South Africa",-25.36,31.02
"Nemacolin, PA",39.94,-80.05
"Nemaha, IA",42.6,-95.24
"Nemaha, NE",40.38,-95.85
"Nemo, SD",44.12,-103.44
"Nemo, TX",32.36,-97.65
"Nemours, WV",37.24,-81.28
"Nenana, AK",64.56,-149.1
"Neodesha, KS",37.33,-95.51
"Neoga, IL",39.33,-88.41
"Neola, IA",41.47,-95.54
"Neola, UT",40.28,-109.99
"Neola, WV",37.92,-80.24
"Neopit, WI",44.88,-89.12
"Neosho Rapids, KS",38.39,-96.12
"Neosho, MO",36.87,-94.37
"Neosho, WI",43.36,-88.6
"Neotsu, OR",45.01,-124.01
"Nepabunna, Australia",-30.6,138.43
"Nepaltargaon, Bhutan",26.18,90.63
"Nephi, UT",39.56,-111.86
"Neponset, IL",41.37,-89.73
"Neptune Beach, FL",30.31,-81.39
"Neptune Island, Australia",-35.34,136.12
"Neptune, NJ",40.21,-74.04
"Nereta, Latvia",56.19,24.77
"Nericon, Australia",-34.25,146.07
"Nerinx, KY",37.71,-85.53
"Nerstrand, MN",44.34,-93.07
"Nes, Norway",60.06,10.86
"Nesbit, MS",34.91,-89.98
"Nesconset, NY",40.85,-73.13
"Nescopeck, PA",41.07,-76.21
"Neshanic Station, NJ",40.54,-74.71
"Neshannock, PA",41.2,-80.42
"Neshkoro, WI",44.04,-89.3
"Neskaupstadur, Iceland",65.26,-14.0
"Neskowin, OR",45.11,-123.98
"Nesmith, SC",33.72,-79.33
"Nesquehoning, PA",40.86,-75.76
"Ness City, KS",38.45,-99.91
"Nesters, British Columbia",50.13,-122.95
"Nestow, Alberta",54.3,-113.52
"Netarts, OR",45.45,-123.96
"Netawaka, KS",39.62,-95.88
"Netcong, NJ",40.9,-74.7
"Nett Lake, MN",48.02,-92.86
"Nettie, WV",38.3,-80.75
"Nettleton, MS",33.98,-88.49
"Neuberg an der Murz, Austria",47.6,15.68
"Neuchatel, Switzerland",46.99,6.92
"Neudau, Austria",47.17,16.17
"Neulewin, Germany",52.62,14.21
"Neunkirchen, Austria",47.72,16.08
"Neuriegers, Austria",48.85,15.49
"Neusiss, Germany",50.74,10.86
"Nevada City, CA",39.27,-121.01
"Nevada, IA",41.99,-93.45
"Nevada, MO",37.84,-94.35
"Nevada, OH",40.8,-83.12
"Nevada, TX",33.05,-96.4
"Neversink, NY",41.85,-74.54
"Neville, OH",38.93,-84.29
"Nevis, MN",47.03,-94.81
"Nevis, Saint Kitts and Nevis",17.14,-62.58
"New Albany, IN",38.31,-85.83
"New Albany, KS",37.8,-95.95
"New Albany, MS",34.36,-88.84
"New Albany, OH",40.08,-82.81
"New Albany, PA",41.57,-76.46
"New Albin, IA",43.44,-91.21
"New Alexandria, PA",40.39,-79.35
"New Almaden, CA",37.18,-121.81
"New Amsterdam, Guyana",6.25,-57.3
"New Athens, IL",38.42,-89.88
"New Athens, OH",40.28,-80.99
"New Auburn, MN",44.68,-94.13
"New Auburn, WI",45.11,-91.49
"New Augusta, MS",31.31,-89.19
"New Baden, IL",38.54,-89.7
"New Baltimore, MI",42.68,-82.76
"New Baltimore, NY",42.47,-73.87
"New Baltimore, PA",40.05,-78.87
"New Baltimore, VA",38.76,-77.73
"New Bavaria, OH",41.11,-84.19
"New Bedford, IL",41.37,-89.73
"New Bedford, MA",41.65,-70.94
"New Bedford, PA",41.15,-80.55
"New Berlin, IL",39.72,-89.92
"New Berlin, NY",42.64,-75.18
"New Berlin, PA",40.88,-76.99
"New Berlin, WI",42.98,-88.2
"New Berlinville, PA",40.33,-75.64
"New Bern, NC",35.11,-77.04
"New Bethlehem, PA",40.9,-79.13
"New Blaine, AR",35.35,-93.24
"New Bloomfield, MO",38.63,-92.14
"New Bloomfield, PA",40.42,-77.19
"New Bloomington, OH",40.53,-83.21
"New Boston, IL",41.2,-90.76
"New Boston, MI",42.19,-83.44
"New Boston, NH",42.98,-71.68
"New Boston, TX",33.46,-94.43
"New Braintree, MA",42.33,-72.1
"New Braunfels, TX",29.71,-98.13
"New Bremen, OH",40.45,-84.41
"New Brighton, PA",40.71,-80.29
"New Britain, CT",41.67,-72.81
"New Brockton, AL",31.34,-85.87
"New Brunswick, NJ",40.5,-74.44
"New Buffalo, MI",41.8,-86.73
"New Buffalo, PA",40.46,-77.0
"New Burnside, IL",37.72,-88.95
"New Cambria, KS",38.88,-97.51
"New Cambria, MO",39.61,-92.6
"New Canaan, CT",41.16,-73.46
"New Caney, TX",30.17,-95.22
"New Canton, IL",39.68,-91.1
"New Canton, VA",37.81,-78.39
"New Carlisle, IN",41.66,-86.51
"New Carlisle, OH",39.95,-84.06
"New Castle, AL",33.63,-86.74
"New Castle, CO",39.64,-107.53
"New Castle, DE",39.64,-75.6
"New Castle, IN",39.95,-85.44
"New Castle, KY",38.45,-85.06
"New Castle, NH",43.08,-70.71
"New Castle, PA",40.99,-80.28
"New Castle, VA",37.45,-80.11
"New Church, VA",37.91,-75.53
"New City, NY",41.14,-74.01
"New Columbia, PA",41.0,-76.89
"New Concord, KY",36.65,-88.11
"New Concord, OH",39.94,-81.64
"New Creek, WV",39.37,-79.01
"New Cumberland, PA",40.23,-76.88
"New Cumberland, WV",40.48,-80.65
"New Cuyama, CA",35.14,-119.48
"New Dayton, Alberta",49.5,-112.12
"New Deal, TX",33.66,-101.82
"New Derry, PA",40.33,-79.32
"New Durham, NH",43.46,-71.13
"New Eagle, PA",40.24,-79.91
"New Edinburg, AR",33.86,-92.33
"New Effington, SD",45.78,-96.54
"New Egypt, NJ",40.07,-74.53
"New Ellenton, SC",33.44,-81.66
"New England, ND",46.66,-102.7
"New Enterprise, PA",40.18,-78.38
"New Era, MI",43.54,-86.35
"New Fairfield, CT",41.48,-73.51
"New Florence, MO",38.81,-91.48
"New Florence, PA",40.37,-79.07
"New Franken, WI",44.54,-87.92
"New Franklin, MO",38.98,-92.74
"New Freedom, PA",39.73,-76.7
"New Galilee, PA",40.78,-80.37
"New Geneva, PA",39.68,-79.9
"New Germany, MN",44.89,-93.9
"New Glarus, WI",42.82,-89.64
"New Gloucester, ME",43.97,-70.29
"New Goshen, IN",39.61,-87.37
"New Gretna, NJ",39.59,-74.46
"New Hampshire, OH",40.51,-83.85
"New Hampton, IA",43.07,-92.61
"New Hampton, MO",40.33,-94.03
"New Hampton, NH",43.62,-71.64
"New Hampton, NY",41.44,-74.4
"New Harbor, ME",43.87,-69.49
"New Harmony, IN",38.11,-87.79
"New Harmony, UT",37.51,-113.27
"New Hartford, CT",41.9,-73.0
"New Hartford, IA",42.58,-92.66
"New Hartford, NY",43.06,-75.29
"New Haven, CT",41.34,-72.93
"New Haven, IL",37.8,-88.26
"New Haven, IN",41.06,-85.0
"New Haven, KY",37.71,-85.53
"New Haven, MI",42.68,-82.76
"New Haven, MO",38.6,-91.33
"New Haven, NY",43.51,-76.31
"New Haven, OH",41.15,-82.57
"New Haven, VT",44.13,-73.09
"New Haven, WV",38.99,-81.91
"New Hill, NC",35.72,-78.9
"New Holland, IL",40.17,-89.58
"New Holland, OH",39.6,-83.31
"New Holland, PA",40.09,-76.09
"New Holstein, WI",43.96,-88.11
"New Home, TX",33.42,-101.96
"New Hope, AL",34.62,-86.48
"New Hope, PA",40.36,-74.95
"New Hope, VA",38.19,-78.91
"New Hudson, MI",42.51,-83.63
"New Hyde Park, NY",40.73,-73.69
"New Iberia, LA",30.0,-91.8
"New Ipswich, NH",42.73,-71.87
"New Italy, Australia",-29.11,153.35
"New Johnsonville, TN",36.0,-87.96
"New Kensington, PA",40.53,-79.75
"New Kent, VA",37.46,-77.0
"New Kingston, NY",42.16,-74.65
"New Kingstown, PA",40.25,-77.05
"New Knoxville, OH",40.55,-84.32
"New Laguna, NM",35.05,-107.37
"New Lebanon, NY",42.46,-73.32
"New Lebanon, OH",39.77,-84.38
"New Leipzig, ND",46.4,-101.85
"New Lenox, IL",41.51,-87.96
"New Lexington, OH",39.74,-82.21
"New Liberty, IA",41.59,-91.02
"New Liberty, KY",38.69,-84.94
"New Lisbon, IN",39.79,-85.35
"New Lisbon, NJ",39.95,-74.63
"New Lisbon, NY",42.64,-75.18
"New Lisbon, WI",43.88,-90.17
"New Llano, LA",31.15,-93.24
"New London, CT",41.36,-72.08
"New London, IA",40.9,-91.49
"New London, MN",45.37,-94.75
"New London, MO",39.64,-91.44
"New London, NC",35.44,-80.27
"New London, NH",43.4,-72.0
"New London, OH",41.2,-82.33
"New London, PA",39.77,-75.87
"New London, TX",32.21,-95.01
"New London, WI",44.31,-88.64
"New Lothrop, MI",43.15,-83.95
"New Madison, OH",40.0,-84.58
"New Madrid, MO",36.82,-89.37
"New Manchester, WV",40.48,-80.65
"New Mapoon, Australia",-10.58,142.29
"New Market, AL",34.88,-86.4
"New Market, IA",40.73,-95.0
"New Market, IN",39.95,-86.92
"New Market, MD",39.41,-77.3
"New Market, TN",36.15,-83.52
"New Market, VA",38.64,-78.68
"New Marshfield, OH",39.31,-82.16
"New Martinsville, WV",39.69,-80.77
"New Matamoras, OH",39.28,-80.95
"New Meadows, ID",44.89,-116.1
"New Melle, MO",38.69,-90.82
"New Memphis, IL",38.47,-89.71
"New Mexico, Australia",-30.9,150.53
"New Middletown, IN",38.21,-86.11
"New Middletown, OH",40.96,-80.56
"New Midway, MD",39.61,-77.29
"New Milford, CT",41.59,-73.42
"New Milford, NJ",40.95,-74.03
"New Milford, NY",41.2,-74.43
"New Milford, PA",41.91,-75.77
"New Millport, PA",40.99,-78.53
"New Milton, WV",39.17,-80.82
"New Munich, MN",45.6,-94.47
"New Munster, WI",42.53,-88.21
"New Nickerie, Suriname",5.82,-55.22
"New Orleans, LA",29.98,-90.0800000001
"New Oxford, PA",39.8,-77.04
"New Palestine, IN",39.7,-85.88
"New Paltz, NY",41.75,-74.08
"New Paris, IN",41.45,-85.83
"New Paris, OH",39.83,-84.9
"New Paris, PA",40.14,-78.6
"New Park, PA",39.72,-76.55
"New Philadelphia, OH",40.48,-81.48
"New Pine Creek, OR",41.87,-120.16
"New Plymouth Aerodrome, New Zealand",-39.02,174.16
"New Plymouth, ID",43.92,-116.79
"New Plymouth, OH",39.41,-82.23
"New Point, IN",39.33,-85.34
"New Point, VA",37.47,-76.3
"New Port Richey, FL",28.24,-82.72
"New Portland, ME",44.94,-70.06
"New Prague, MN",44.54,-93.57
"New Preston Marble Dale, CT",41.64,-73.39
"New Providence, IA",42.29,-93.09
"New Providence, NJ",40.7,-74.4
"New Providence, PA",39.91,-76.2
"New Raymer, CO",40.33,-103.8
"New Richland, MN",44.01,-93.48
"New Richmond, IN",40.16,-86.88
"New Richmond, OH",38.93,-84.29
"New Richmond, WI",45.1,-92.6
"New Richmond, WV",37.6,-81.56
"New Riegel, OH",41.11,-83.19
"New Ringgold, PA",40.7,-75.94
"New River, AZ",33.92,-112.11
"New Roads, LA",30.65,-91.48
"New Rochelle, NY",40.92,-73.81
"New Rockford, ND",47.74,-99.15
"New Ross, IN",39.99,-86.68
"New Rumley, OH",40.41,-81.08
"New Russia, NY",44.18,-73.43
"New Salem, IL",39.64,-90.78
"New Salem, MA",42.53,-72.34
"New Salem, ND",47.1,-101.44
"New Salem, PA",39.9,-79.74
"New Salisbury, IN",38.32,-86.12
"New Sarpy, LA",29.98,-90.37
"New Sharon, IA",41.47,-92.65
"New Sharon, ME",44.63,-69.89
"New Site, MS",34.6,-88.4
"New Smithville, PA",40.57,-75.72
"New Smyrna Beach, FL",29.03,-80.94
"New Springfield, OH",40.97,-80.61
"New Square, NY",41.14,-74.01
"New Stanton, PA",40.26,-79.58
"New Straitsville, OH",39.66,-82.37
"New Suffolk, NY",40.99,-72.5
"New Summerfield, TX",32.06,-95.15
"New Sweden, ME",46.87,-68.02
"New Tazewell, TN",36.43,-83.62
"New Town, ND",48.0,-102.94
"New Trenton, IN",39.29,-84.83
"New Tripoli, PA",40.65,-75.7
"New Troy, MI",41.87,-86.58
"New Ulm, MN",44.31,-94.47
"New Ulm, TX",29.95,-96.55
"New Underwood, SD",44.09,-102.83
"New Vernon, NJ",40.7,-74.47
"New Vienna, IA",42.61,-91.15
"New Vienna, OH",39.22,-83.6
"New Vineyard, ME",44.73,-69.93
"New Virginia, IA",41.23,-93.78
"New Washington, IN",38.48,-85.59
"New Washington, OH",40.89,-82.75
"New Waterford, OH",40.87,-80.67
"New Waverly, IN",40.76,-86.11
"New Waverly, TX",30.53,-95.53
"New Weston, OH",40.32,-84.64
"New Wilmington, PA",41.11,-80.32
"New Windsor, IL",41.29,-90.48
"New Windsor, MD",39.54,-77.13
"New Windsor, NY",41.47,-74.04
"New Woodstock, NY",42.81,-75.82
"New York Mills, MN",46.52,-95.38
"New York Mills, NY",43.12,-75.3
"New York, NY",40.75,-73.9899999996
"New Zion, SC",33.97,-79.87
"Newalla, OK",35.37,-97.19
"Newark Heath, OH",40.02,-82.46
"Newark Valley, NY",42.2,-76.2
"Newark, AR",35.79,-91.56
"Newark, CA",37.53,-122.05
"Newark, DE",39.62,-75.71
"Newark, IL",41.59,-88.56
"Newark, MD",38.33,-75.23
"Newark, MO",39.8,-92.04
"Newark, NJ",40.74,-74.17
"Newark, NY",43.13,-77.1
"Newark, OH",40.05,-82.42
"Newark, TX",33.0,-97.5
"Newaygo, MI",43.42,-85.81
"Newberg, OR",45.3,-122.97
"Newbern, AL",32.72,-87.62
"Newbern, TN",36.11,-89.26
"Newbern, VA",37.1,-80.68
"Newberne, WV",38.94,-80.84
"Newberry Springs, CA",34.84,-116.65
"Newberry, FL",29.67,-82.68
"Newberry, IN",38.9,-86.91
"Newberry, MI",46.31,-85.46
"Newberry, SC",34.27,-81.6
"Newborn, GA",33.53,-83.64
"Newburg, MD",38.46,-76.91
"Newburg, MO",37.93,-91.77
"Newburg, ND",48.63,-101.38
"Newburg, PA",40.09,-77.57
"Newburg, WI",43.43,-88.05
"Newburg, WV",39.39,-79.75
"Newburgh, IN",37.95,-87.4
"Newburgh, NY",41.54,-74.05
"Newbury Park, CA",34.18,-118.91
"Newbury, MA",42.8,-70.81
"Newbury, NH",43.34,-72.03
"Newbury, OH",41.48,-81.24
"Newbury, VT",44.03,-72.04
"Newburyport, MA",42.81,-70.87
"Newcastle, CA",38.87,-121.15
"Newcastle, ME",44.03,-69.54
"Newcastle, NE",42.57,-96.94
"Newcastle, OK",35.26,-97.62
"Newcastle, UT",37.51,-113.27
"Newcastle, WY",43.85,-104.23
"Newcomb, MD",38.74,-76.2
"Newcomb, NM",36.74,-108.23
"Newcomb, NY",43.92,-74.21
"Newcomb, TN",36.47,-83.86
